174	英超	2023-09-24 21:00	利物浦	-1	西汉姆联	3:1	4	4.03
175	英超	2023-09-24 03:00	伯恩利	+1	曼彻斯特联	0:1	1	10.74
176	英超	2023-09-24 00:30	布伦特福德	0	埃弗顿	1:3	4	6.96
177	英超	2023-09-23 22:00	水晶宫	0	富勒姆	0:0	0	8.74
178	英超	2023-09-23 22:00	卢顿	0	狼队	1:1	2	4.59
179	英超	2023-09-23 22:00	曼彻斯特城	-2	诺丁汉森林	2:0	2	5.29
180	英超	2023-09-19 02:45	诺丁汉森林	0	伯恩利	1:1	2	3.71
181	英超	2023-09-17 23:30	埃弗顿	+1	阿森纳	0:1	1	8.14
182	英超	2023-09-17 21:00	AFC伯恩茅斯	+1	切尔西	0:0	0	12.74
183	英超	2023-09-17 00:30	纽卡斯尔联	-1	布伦特福德	1:0	1	12.36
184	英超	2023-09-16 22:00	阿斯顿维拉	-1	水晶宫	3:1	4	5.94
185	英超	2023-09-16 22:00	富勒姆	-1	卢顿	1:0	1	10.18
186	英超	2023-09-16 22:00	曼彻斯特联	0	布莱顿	1:3	4	3.79
187	英超	2023-09-16 22:00	托特纳姆热刺	-2	谢菲尔德联	2:1	3	4.82
188	英超	2023-09-16 22:00	西汉姆联	+1	曼彻斯特城	1:3	4	2.74
189	英超	2023-09-16 19:30	狼队	+1	利物浦	1:3	4	4.93
190	英超	2023-09-03 23:30	阿森纳	0	曼彻斯特联	3:1	4	4.48
191	英超	2023-09-03 21:00	水晶宫	0	狼队	3:2	5	19.58
192	英超	2023-09-03 21:00	利物浦	-1	阿斯顿维拉	3:0	3	6.39
193	英超	2023-09-03 00:30	布莱顿	0	纽卡斯尔联	3:1	4	5.55
194	英超	2023-09-02 22:00	布伦特福德	-1	AFC伯恩茅斯	2:2	4	4.49
195	英超	2023-09-02 22:00	伯恩利	+1	托特纳姆热刺	2:5	7	24.78
196	英超	2023-09-02 22:00	切尔西	-1	诺丁汉森林	0:1	1	18.34
197	英超	2023-09-02 22:00	曼彻斯特城	-2	富勒姆	5:1	6	8.56
198	英超	2023-09-02 19:30	谢菲尔德联	0	埃弗顿	2:2	4	9.14
199	英超	2023-09-02 03:00	卢顿	+1	西汉姆联	1:2	3	4.11
200	英超	2023-08-27 23:30	纽卡斯尔联	0	利物浦	1:2	3	4.97
201	英超	2023-08-27 21:00	伯恩利	0	阿斯顿维拉	1:3	4	5.66
202	英超	2023-08-27 21:00	谢菲尔德联	+2	曼彻斯特城	1:2	3	5.53
203	英超	2023-08-27 00:30	布莱顿	-1	西汉姆联	1:3	4	4.57
204	英超	2023-08-26 22:00	阿森纳	-2	富勒姆	2:2	4	4.56
205	英超	2023-08-26 22:00	布伦特福德	0	水晶宫	1:1	2	4.16
206	英超	2023-08-26 22:00	埃弗顿	0	狼队	0:1	1	5.21
207	英超	2023-08-26 22:00	曼彻斯特联	-2	诺丁汉森林	3:2	5	9.58
208	英超	2023-08-26 19:30	AFC伯恩茅斯	+1	托特纳姆热刺	0:2	2	7.23
209	英超	2023-08-26 03:00	切尔西	-2	卢顿	3:0	3	5.58
210	英超	2023-08-22 03:00	水晶宫	+1	阿森纳	0:1	1	6.25
211	英超	2023-08-20 23:30	西汉姆联	+1	切尔西	3:1	4	6.49
212	英超	2023-08-20 21:00	阿斯顿维拉	-1	埃弗顿	4:0	4	5.62
213	英超	2023-08-20 03:00	曼彻斯特城	-1	纽卡斯尔联	1:0	1	8.01
214	英超	2023-08-20 00:30	托特纳姆热刺	0	曼彻斯特联	2:0	2	5.70
215	英超	2023-08-19 22:00	富勒姆	0	布伦特福德	0:3	3	4.42
216	英超	2023-08-19 22:00	利物浦	-2	AFC伯恩茅斯	3:1	4	4.59
217	英超	2023-08-19 22:00	狼队	0	布莱顿	1:4	5	8.94
218	英超	2023-08-19 02:45	诺丁汉森林	0	谢菲尔德联	2:1	3	4.16
219	英超	2023-08-15 03:00	曼彻斯特联	-2	狼队	1:0	1	4.76
220	英超	2023-08-13 23:30	切尔西	0	利物浦	1:1	2	5.84
221	英超	2023-08-13 21:00	布伦特福德	0	托特纳姆热刺	2:2	4	6.70
222	英超	2023-08-13 00:30	纽卡斯尔联	-1	阿斯顿维拉	5:1	6	13.13
223	英超	2023-08-12 22:00	AFC伯恩茅斯	0	西汉姆联	1:1	2	4.65
224	英超	2023-08-12 22:00	布莱顿	-2	卢顿	4:1	5	10.22
225	英超	2023-08-12 22:00	埃弗顿	0	富勒姆	0:1	1	6.57
226	英超	2023-08-12 22:00	谢菲尔德联	0	水晶宫	0:1	1	4.81
227	英超	2023-08-12 19:30	阿森纳	-2	诺丁汉森林	2:1	3	4.32
228	英超	2023-08-12 03:00	伯恩利	+2	曼彻斯特城	0:3	3	5.03
229	英超	2023-05-28 23:30	阿森纳	-1	狼队	5:0	5	6.07
230	英超	2023-05-28 23:30	阿斯顿维拉	0	布莱顿	2:1	3	4.61
231	英超	2023-05-28 23:30	布伦特福德	0	曼彻斯特城	1:0	1	9.83
232	英超	2023-05-28 23:30	切尔西	0	纽卡斯尔联	1:1	2	4.97
233	英超	2023-05-28 23:30	水晶宫	-1	诺丁汉森林	1:1	2	4.88
234	英超	2023-05-28 23:30	埃弗顿	-1	AFC伯恩茅斯	1:0	1	7.14
235	英超	2023-05-28 23:30	利兹联	0	托特纳姆热刺	1:4	5	6.89
236	英超	2023-05-28 23:30	莱斯特城	-1	西汉姆联	2:1	3	4.85
237	英超	2023-05-28 23:30	曼彻斯特联	-1	富勒姆	2:1	3	3.93
238	英超	2023-05-28 23:30	南安普顿	+1	利物浦	4:4	7+	18.39
239	英超	2023-05-26 03:00	曼彻斯特联	-1	切尔西	4:1	5	12.54
240	英超	2023-05-25 03:00	布莱顿	+1	曼彻斯特城	1:1	2	5.44
241	英超	2023-05-23 03:00	纽卡斯尔联	-1	莱斯特城	0:0	0	78.98
242	英超	2023-05-21 23:00	曼彻斯特城	-2	切尔西	1:0	1	8.46
243	英超	2023-05-21 21:00	布莱顿	-2	南安普顿	3:1	4	4.46
244	英超	2023-05-21 20:30	西汉姆联	0	利兹联	3:1	4	6.45
245	英超	2023-05-21 00:30	诺丁汉森林	+1	阿森纳	1:0	1	11.84
246	英超	2023-05-20 22:00	AFC伯恩茅斯	+1	曼彻斯特联	0:1	1	11.09
247	英超	2023-05-20 22:00	富勒姆	0	水晶宫	2:2	4	7.51
248	英超	2023-05-20 22:00	利物浦	-1	阿斯顿维拉	1:1	2	4.27
249	英超	2023-05-20 22:00	狼队	0	埃弗顿	1:1	2	3.91
250	英超	2023-05-20 19:30	托特纳姆热刺	0	布伦特福德	1:3	4	5.13
251	英超	2023-05-19 02:30	纽卡斯尔联	0	布莱顿	4:1	5	8.00
252	英超	2023-05-16 03:00	莱斯特城	+1	利物浦	0:3	3	6.08
253	英超	2023-05-14 23:30	阿森纳	-1	布莱顿	0:3	3	5.03
254	英超	2023-05-14 21:00	布伦特福德	0	西汉姆联	2:0	2	3.51
255	英超	2023-05-14 21:00	埃弗顿	+2	曼彻斯特城	0:3	3	3.95
256	英超	2023-05-13 22:00	阿斯顿维拉	0	托特纳姆热刺	2:1	3	4.15
257	英超	2023-05-13 22:00	切尔西	-1	诺丁汉森林	2:2	4	5.01
258	英超	2023-05-13 22:00	水晶宫	0	AFC伯恩茅斯	2:0	2	4.33
259	英超	2023-05-13 22:00	曼彻斯特联	-1	狼队	2:0	2	4.55
